num_attacks,num_ripples,attack_location,ripple_damage
2,5,"[(56.56, 8.42), (21.19, 21.02)]","[30.0, 20.0, 13.33, 8.89, 5.93]"
4,8,"[(13.75, 40.47), (16.54, 28.17), (26.39, 17.92), (65.8, 31.35)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9]"
4,8,"[(7.77, 21.16), (69.26, 4.82), (45.82, 40.06), (46.91, 20.87)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
4,7,"[(37.75, 28.2), (10.31, 30.86), (59.27, 49.16), (21.27, 22.02)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75]"
2,6,"[(4.91, 45.91), (26.0, 8.13)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
4,6,"[(67.31, 25.35), (31.75, 3.95), (24.7, 14.25), (36.82, 36.66)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25]"
3,7,"[(69.67, 45.54), (23.2, 39.7), (1.74, 34.18)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
4,7,"[(18.3, 24.97), (61.58, 47.71), (69.58, 43.82), (21.88, 18.04)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
3,8,"[(5.16, 17.01), (20.75, 34.03), (62.63, 5.93)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03]"
3,6,"[(1.2, 6.63), (14.1, 30.16), (13.95, 35.9)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13]"
4,5,"[(17.52, 40.56), (41.38, 44.35), (4.98, 30.9), (41.56, 6.62)]","[31.33, 20.89, 13.93, 9.28, 6.19]"
2,6,"[(6.14, 40.08), (7.89, 31.22)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25]"
4,6,"[(4.89, 10.34), (51.37, 26.11), (35.71, 39.98), (45.84, 11.89)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55]"
2,9,"[(16.67, 3.3), (67.68, 8.08)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83, 1.22]"
3,8,"[(2.95, 30.18), (45.66, 20.64), (59.22, 8.74)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
3,8,"[(69.48, 16.45), (68.97, 12.2), (61.68, 48.9)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
2,7,"[(22.89, 13.63), (36.12, 34.52)]","[37.33, 24.89, 16.59, 11.06, 7.37, 4.92, 3.28]"
3,6,"[(14.99, 22.22), (41.33, 37.67), (52.0, 46.89)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55]"
5,7,"[(11.32, 17.81), (8.67, 13.71), (22.46, 36.76), (3.65, 30.5), (43.9, 13.33)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
5,9,"[(48.99, 34.75), (9.27, 23.35), (30.98, 28.34), (16.51, 46.74), (41.96, 6.86)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
4,6,"[(38.53, 15.83), (52.97, 3.24), (56.19, 12.27), (40.39, 20.23)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
2,5,"[(32.37, 30.66), (54.61, 18.91)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
3,7,"[(22.17, 48.92), (9.24, 2.01), (51.23, 5.98)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
2,7,"[(23.04, 2.95), (1.34, 28.38)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37, 1.58]"
4,9,"[(32.05, 23.16), (17.27, 8.65), (22.78, 28.08), (2.02, 8.27)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25, 2.17, 1.44, 0.96]"
5,6,"[(59.11, 5.51), (56.64, 16.03), (68.0, 15.64), (60.0, 47.7), (26.28, 26.5)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9]"
5,5,"[(52.47, 23.18), (19.02, 24.11), (60.37, 15.8), (23.72, 33.41), (38.06, 11.68)]","[31.33, 20.89, 13.93, 9.28, 6.19]"
2,9,"[(63.94, 39.13), (5.92, 1.45)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
5,8,"[(50.31, 3.61), (40.31, 4.27), (22.51, 17.43), (10.84, 1.16), (39.25, 44.46)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
3,7,"[(47.4, 4.98), (23.53, 1.84), (53.75, 42.8)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
2,8,"[(19.43, 36.55), (28.22, 17.81)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94]"
2,5,"[(46.9, 7.41), (66.69, 49.93)]","[17.33, 11.56, 7.7, 5.14, 3.42]"
3,7,"[(52.23, 28.75), (48.45, 38.37), (4.34, 26.56)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69]"
4,7,"[(16.8, 8.6), (66.42, 43.18), (8.28, 38.45), (8.2, 27.58)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34]"
3,5,"[(17.89, 46.42), (46.91, 34.91), (27.53, 2.62)]","[25.33, 16.89, 11.26, 7.51, 5.0]"
4,6,"[(66.27, 26.64), (8.3, 35.19), (47.29, 43.49), (37.96, 1.92)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86]"
5,6,"[(49.71, 1.57), (2.38, 19.11), (13.52, 39.01), (44.35, 49.64), (52.42, 25.49)]","[38.0, 25.33, 16.89, 11.26, 7.51, 5.0]"
5,6,"[(43.49, 14.65), (23.49, 14.39), (60.9, 40.62), (34.6, 38.02), (16.29, 24.27)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39]"
3,9,"[(36.85, 39.17), (55.84, 24.25), (66.75, 48.12)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22, 1.48, 0.99]"
4,7,"[(4.75, 16.38), (41.95, 26.57), (62.81, 25.15), (47.68, 23.22)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69]"
4,8,"[(19.83, 1.75), (57.2, 39.58), (59.27, 21.63), (13.88, 46.38)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
5,7,"[(32.51, 27.96), (56.76, 31.77), (18.86, 16.62), (59.65, 32.08), (13.44, 15.83)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
2,7,"[(9.63, 38.56), (39.12, 37.6)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1]"
3,6,"[(18.06, 9.12), (57.37, 15.95), (68.79, 13.42)]","[32.67, 21.78, 14.52, 9.68, 6.45, 4.3]"
4,9,"[(16.07, 3.83), (48.58, 38.98), (47.49, 32.74), (65.53, 47.48)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05, 1.37, 0.91]"
2,7,"[(35.28, 11.53), (6.12, 22.17)]","[22.0, 14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
5,6,"[(48.22, 48.43), (1.23, 25.11), (3.15, 46.99), (7.95, 26.48), (22.7, 4.97)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
4,8,"[(49.02, 21.51), (41.5, 11.4), (10.02, 17.45), (34.13, 12.0)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
2,8,"[(6.95, 46.98), (58.88, 22.92)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
5,8,"[(35.49, 1.5), (61.67, 13.7), (69.34, 42.33), (31.95, 37.76), (42.15, 10.06)]","[36.0, 24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
3,6,"[(69.54, 25.16), (61.18, 49.65), (61.87, 48.25)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37]"
5,5,"[(26.39, 3.83), (15.75, 21.0), (45.5, 29.78), (37.13, 14.46), (66.54, 2.3)]","[17.33, 11.56, 7.7, 5.14, 3.42]"
5,6,"[(2.6, 49.09), (56.87, 26.77), (63.61, 9.5), (19.64, 43.37), (7.7, 19.73)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19]"
3,9,"[(57.26, 20.39), (62.26, 24.21), (65.79, 26.29)]","[19.33, 12.89, 8.59, 5.73, 3.82, 2.55, 1.7, 1.13, 0.75]"
3,7,"[(44.54, 17.32), (60.75, 16.34), (51.86, 27.1)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
2,5,"[(31.83, 42.89), (22.04, 15.09)]","[14.67, 9.78, 6.52, 4.35, 2.9]"
2,8,"[(7.1, 4.57), (17.7, 4.38)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
5,6,"[(35.58, 43.47), (3.94, 27.25), (58.73, 34.4), (60.11, 21.69), (59.48, 14.29)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
4,8,"[(54.29, 42.13), (59.19, 43.37), (10.61, 39.03), (39.58, 25.4)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84, 1.23, 0.82]"
4,8,"[(55.9, 23.33), (20.0, 37.16), (49.18, 1.36), (10.13, 2.71)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03]"
2,7,"[(38.8, 13.43), (61.79, 21.16)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
5,5,"[(69.2, 2.78), (61.25, 19.12), (45.44, 7.26), (1.57, 39.35), (63.9, 31.29)]","[26.67, 17.78, 11.85, 7.9, 5.27]"
3,5,"[(46.78, 27.21), (42.12, 6.0), (62.84, 26.87)]","[26.0, 17.33, 11.56, 7.7, 5.14]"
4,8,"[(17.39, 2.5), (56.79, 45.95), (55.23, 16.55), (46.24, 20.72)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15]"
3,8,"[(59.87, 41.51), (15.44, 45.99), (30.93, 1.78)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
3,7,"[(1.6, 45.3), (18.1, 4.8), (1.93, 21.44)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04]"
4,7,"[(34.88, 24.01), (65.61, 13.48), (66.97, 17.86), (19.98, 48.13)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58]"
2,5,"[(63.68, 48.64), (6.15, 15.43)]","[16.0, 10.67, 7.11, 4.74, 3.16]"
3,7,"[(58.75, 34.89), (11.58, 47.77), (1.16, 14.31)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46]"
2,5,"[(15.13, 8.07), (44.58, 14.22)]","[16.0, 10.67, 7.11, 4.74, 3.16]"
5,7,"[(30.2, 4.6), (56.86, 13.45), (28.76, 47.44), (33.56, 15.12), (44.91, 34.7)]","[30.0, 20.0, 13.33, 8.89, 5.93, 3.95, 2.63]"
2,6,"[(21.76, 6.5), (44.98, 45.44)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
4,7,"[(48.2, 27.53), (47.87, 23.03), (52.54, 44.26), (61.56, 19.74)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52]"
2,5,"[(32.38, 21.45), (62.33, 41.77)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
4,6,"[(17.33, 12.99), (60.87, 46.61), (2.93, 26.83), (69.42, 28.23)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37]"
3,7,"[(2.76, 45.3), (38.16, 31.43), (64.56, 39.65)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11]"
5,8,"[(13.08, 36.59), (40.09, 37.78), (15.82, 4.65), (64.82, 15.63), (17.96, 28.36)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
4,6,"[(51.91, 18.67), (37.84, 29.11), (4.43, 10.62), (19.85, 9.98)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
2,5,"[(45.61, 30.84), (14.82, 31.73)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
2,6,"[(66.51, 39.27), (14.25, 28.32)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09]"
5,5,"[(33.3, 48.6), (60.65, 46.0), (12.96, 37.49), (23.39, 19.92), (35.66, 25.07)]","[24.0, 16.0, 10.67, 7.11, 4.74]"
2,7,"[(33.01, 5.46), (41.54, 5.49)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46]"
4,5,"[(32.44, 11.17), (10.28, 45.94), (45.99, 1.58), (15.17, 17.52)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
3,8,"[(64.18, 4.77), (57.96, 17.98), (42.78, 20.79)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98]"
5,9,"[(31.27, 40.75), (18.79, 32.94), (3.67, 24.28), (38.95, 19.71), (27.27, 6.68)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6, 1.07]"
3,9,"[(30.49, 11.56), (66.61, 35.61), (23.27, 15.69)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
4,6,"[(26.53, 16.97), (13.68, 4.84), (20.58, 24.78), (48.27, 15.75)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16]"
2,8,"[(47.59, 31.26), (13.3, 35.3)]","[33.33, 22.22, 14.81, 9.88, 6.58, 4.39, 2.93, 1.95]"
4,5,"[(11.46, 24.71), (59.0, 17.24), (7.12, 31.04), (22.22, 2.32)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
4,5,"[(28.76, 41.67), (35.08, 8.65), (56.11, 12.66), (40.39, 44.99)]","[38.67, 25.78, 17.19, 11.46, 7.64]"
5,5,"[(6.12, 27.73), (43.42, 11.08), (6.13, 16.48), (34.58, 15.4), (43.97, 9.46)]","[36.0, 24.0, 16.0, 10.67, 7.11]"
4,7,"[(24.89, 36.53), (19.5, 28.9), (61.27, 30.34), (69.77, 45.53)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
4,5,"[(38.56, 14.09), (5.76, 29.33), (15.88, 15.16), (69.62, 46.57)]","[17.33, 11.56, 7.7, 5.14, 3.42]"
2,6,"[(22.71, 21.17), (61.8, 44.38)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57]"
3,5,"[(22.61, 12.49), (43.43, 29.82), (50.02, 1.24)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
5,7,"[(51.81, 33.73), (2.91, 48.92), (55.61, 45.2), (49.9, 41.35), (40.54, 21.44)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
5,8,"[(27.03, 3.37), (46.05, 35.63), (9.89, 12.82), (3.79, 7.14), (19.57, 9.14)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35, 0.9]"
5,6,"[(20.57, 45.19), (4.58, 24.0), (59.4, 33.18), (69.05, 47.92), (49.54, 42.87)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65]"
3,5,"[(66.99, 45.77), (25.63, 44.58), (53.84, 40.48)]","[40.0, 26.67, 17.78, 11.85, 7.9]"
2,7,"[(46.48, 4.33), (9.22, 35.38)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42, 2.28]"
3,5,"[(57.09, 11.9), (43.79, 48.07), (53.91, 29.35)]","[23.33, 15.56, 10.37, 6.91, 4.61]"
4,8,"[(45.7, 29.78), (14.65, 6.04), (8.69, 14.1), (68.83, 21.68)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34]"
5,8,"[(46.74, 32.33), (5.65, 23.52), (46.68, 12.02), (69.79, 29.47), (39.78, 40.68)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
3,5,"[(26.63, 26.87), (41.51, 16.93), (18.92, 41.17)]","[16.67, 11.11, 7.41, 4.94, 3.29]"
2,9,"[(53.85, 23.43), (1.06, 10.06)]","[24.0, 16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4, 0.94]"
5,7,"[(60.32, 45.07), (5.74, 5.78), (1.71, 35.31), (17.88, 40.44), (53.05, 37.61)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69]"
4,8,"[(57.1, 45.77), (1.45, 37.45), (4.93, 22.95), (43.1, 24.51)]","[38.67, 25.78, 17.19, 11.46, 7.64, 5.09, 3.39, 2.26]"
3,8,"[(9.64, 39.16), (15.5, 16.03), (3.6, 40.88)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76, 1.17]"
3,6,"[(44.51, 46.18), (6.61, 21.31), (55.7, 10.5)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
4,7,"[(16.65, 29.37), (8.07, 8.41), (44.09, 39.58), (46.44, 26.27)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58]"
4,8,"[(25.29, 42.93), (25.23, 27.45), (15.99, 7.52), (45.99, 29.82)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64, 1.09]"
5,8,"[(55.65, 3.75), (8.08, 19.08), (37.14, 8.56), (11.9, 23.63), (12.2, 44.15)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03]"
3,9,"[(1.96, 10.5), (58.81, 39.86), (24.65, 19.0)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56, 1.04]"
3,7,"[(29.33, 12.1), (19.29, 2.46), (15.57, 40.89)]","[18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
3,7,"[(8.32, 46.69), (11.45, 45.11), (36.73, 14.5)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98]"
3,7,"[(65.35, 16.51), (65.24, 29.91), (64.17, 6.2)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
2,5,"[(49.54, 34.71), (12.34, 28.15)]","[27.33, 18.22, 12.15, 8.1, 5.4]"
5,7,"[(31.33, 22.22), (54.15, 22.39), (29.7, 4.67), (42.34, 26.85), (20.28, 42.08)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
3,7,"[(46.75, 8.24), (54.77, 3.95), (32.48, 19.6)]","[29.33, 19.56, 13.04, 8.69, 5.79, 3.86, 2.58]"
3,8,"[(60.01, 41.0), (53.36, 20.73), (65.93, 18.4)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
5,6,"[(45.33, 40.43), (19.75, 18.71), (45.56, 24.78), (62.23, 45.99), (21.58, 19.79)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21]"
3,6,"[(52.28, 29.62), (41.12, 6.71), (62.42, 17.46)]","[14.0, 9.33, 6.22, 4.15, 2.77, 1.84]"
5,7,"[(13.91, 20.23), (29.07, 34.12), (65.87, 34.2), (11.41, 43.39), (2.81, 38.51)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
3,9,"[(13.35, 45.54), (47.11, 36.55), (40.09, 13.36)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07, 1.38]"
5,8,"[(1.24, 40.08), (40.54, 9.72), (18.99, 7.56), (54.24, 19.12), (43.53, 38.44)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28, 1.52, 1.01]"
4,5,"[(29.74, 30.61), (56.2, 25.84), (42.25, 6.32), (64.06, 14.91)]","[31.33, 20.89, 13.93, 9.28, 6.19]"
5,5,"[(37.77, 35.32), (61.53, 7.51), (36.58, 24.92), (33.38, 17.18), (48.24, 34.43)]","[21.33, 14.22, 9.48, 6.32, 4.21]"
4,7,"[(5.44, 19.0), (18.87, 7.88), (27.67, 40.99), (55.34, 28.2)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93, 1.29]"
2,5,"[(28.84, 23.27), (36.64, 39.4)]","[14.0, 9.33, 6.22, 4.15, 2.77]"
5,8,"[(4.23, 3.11), (14.12, 20.76), (19.99, 24.35), (30.52, 47.46), (53.28, 37.95)]","[31.33, 20.89, 13.93, 9.28, 6.19, 4.13, 2.75, 1.83]"
4,6,"[(65.9, 31.92), (67.56, 23.58), (67.29, 45.91), (50.49, 19.61)]","[17.33, 11.56, 7.7, 5.14, 3.42, 2.28]"
3,8,"[(55.22, 41.8), (67.87, 5.47), (54.19, 22.92)]","[34.67, 23.11, 15.41, 10.27, 6.85, 4.57, 3.04, 2.03]"
4,5,"[(49.74, 2.27), (68.49, 3.88), (40.89, 34.34), (3.45, 2.96)]","[34.0, 22.67, 15.11, 10.07, 6.72]"
4,8,"[(52.4, 37.81), (32.15, 47.71), (50.98, 9.31), (4.92, 36.23)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6]"
2,7,"[(41.43, 49.35), (67.38, 36.43)]","[16.0, 10.67, 7.11, 4.74, 3.16, 2.11, 1.4]"
2,9,"[(34.98, 46.6), (18.62, 49.39)]","[27.33, 18.22, 12.15, 8.1, 5.4, 3.6, 2.4, 1.6, 1.07]"
4,5,"[(30.81, 7.83), (29.59, 32.95), (56.75, 46.52), (16.69, 46.7)]","[16.67, 11.11, 7.41, 4.94, 3.29]"
3,5,"[(52.8, 46.12), (64.17, 42.54), (66.21, 11.45)]","[26.67, 17.78, 11.85, 7.9, 5.27]"
4,6,"[(15.29, 24.19), (69.8, 32.03), (61.56, 39.51), (56.9, 42.81)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65]"
5,7,"[(69.46, 34.79), (1.8, 39.25), (54.21, 21.94), (56.14, 31.14), (12.27, 22.85)]","[20.0, 13.33, 8.89, 5.93, 3.95, 2.63, 1.76]"
2,8,"[(31.14, 45.7), (69.63, 17.97)]","[35.33, 23.56, 15.7, 10.47, 6.98, 4.65, 3.1, 2.07]"
2,5,"[(63.62, 15.0), (26.49, 42.19)]","[23.33, 15.56, 10.37, 6.91, 4.61]"
4,5,"[(44.49, 11.87), (65.59, 38.04), (44.24, 34.35), (27.79, 38.56)]","[16.0, 10.67, 7.11, 4.74, 3.16]"
3,8,"[(31.67, 12.2), (35.39, 39.12), (34.53, 16.33)]","[28.67, 19.11, 12.74, 8.49, 5.66, 3.78, 2.52, 1.68]"
2,8,"[(45.12, 8.01), (50.67, 43.01)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46, 1.64]"
5,6,"[(9.35, 45.38), (60.86, 13.62), (24.49, 3.13), (17.37, 49.65), (25.71, 4.15)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
5,7,"[(68.8, 26.72), (10.5, 10.72), (12.12, 11.72), (47.48, 31.56), (43.99, 13.8)]","[32.0, 21.33, 14.22, 9.48, 6.32, 4.21, 2.81]"
4,7,"[(51.75, 26.81), (42.58, 40.38), (58.12, 46.27), (27.91, 4.31)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
3,9,"[(45.9, 37.79), (7.66, 23.1), (43.11, 19.92)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
3,7,"[(44.44, 38.66), (53.97, 21.22), (7.63, 26.97)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34, 2.22]"
4,7,"[(17.17, 25.13), (19.08, 13.35), (30.2, 47.89), (16.98, 25.5)]","[24.67, 16.44, 10.96, 7.31, 4.87, 3.25, 2.17]"
5,8,"[(15.12, 3.98), (56.57, 3.35), (15.82, 47.82), (28.45, 49.35), (12.07, 18.54)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15]"
5,6,"[(10.34, 42.2), (7.28, 16.05), (22.06, 3.5), (49.84, 3.97), (35.66, 28.54)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
3,9,"[(26.85, 17.48), (36.45, 33.21), (18.6, 36.44)]","[36.67, 24.44, 16.3, 10.86, 7.24, 4.83, 3.22, 2.15, 1.43]"
5,7,"[(4.9, 12.25), (22.09, 30.81), (32.35, 47.77), (2.07, 37.04), (50.12, 18.68)]","[20.67, 13.78, 9.19, 6.12, 4.08, 2.72, 1.81]"
5,7,"[(28.41, 38.16), (16.92, 46.79), (54.13, 5.85), (6.64, 1.1), (65.88, 17.67)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27, 3.51]"
2,9,"[(20.42, 38.95), (48.06, 5.18)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33, 0.88]"
3,6,"[(58.27, 8.94), (44.68, 19.06), (20.6, 34.14)]","[40.0, 26.67, 17.78, 11.85, 7.9, 5.27]"
3,7,"[(65.97, 15.29), (24.93, 49.16), (56.39, 3.47)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35]"
4,9,"[(24.9, 38.56), (31.01, 22.28), (49.57, 11.38), (56.31, 7.6)]","[30.67, 20.44, 13.63, 9.09, 6.06, 4.04, 2.69, 1.79, 1.2]"
2,8,"[(21.81, 31.84), (7.28, 25.04)]","[16.67, 11.11, 7.41, 4.94, 3.29, 2.19, 1.46, 0.98]"
3,7,"[(64.3, 48.15), (36.48, 2.54), (10.41, 32.38)]","[15.33, 10.22, 6.81, 4.54, 3.03, 2.02, 1.35]"
3,7,"[(61.42, 7.07), (15.51, 29.81), (44.37, 42.55)]","[23.33, 15.56, 10.37, 6.91, 4.61, 3.07, 2.05]"
2,6,"[(54.58, 38.01), (26.01, 5.26)]","[14.67, 9.78, 6.52, 4.35, 2.9, 1.93]"
5,7,"[(57.14, 22.15), (31.39, 35.36), (28.0, 4.95), (25.97, 37.34), (25.39, 9.17)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
2,9,"[(37.29, 20.16), (25.2, 37.82)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99, 1.33]"
4,8,"[(40.74, 47.47), (47.32, 35.76), (18.68, 14.2), (60.4, 45.42)]","[34.0, 22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
5,7,"[(66.18, 43.76), (54.67, 46.64), (17.96, 41.45), (40.3, 39.28), (60.91, 2.27)]","[28.0, 18.67, 12.44, 8.3, 5.53, 3.69, 2.46]"
3,5,"[(3.36, 7.26), (21.93, 36.78), (16.84, 19.96)]","[16.0, 10.67, 7.11, 4.74, 3.16]"
3,7,"[(21.01, 39.31), (13.78, 20.68), (69.09, 1.63)]","[22.67, 15.11, 10.07, 6.72, 4.48, 2.98, 1.99]"
4,5,"[(35.43, 7.4), (51.26, 43.89), (6.4, 38.09), (53.58, 39.22)]","[39.33, 26.22, 17.48, 11.65, 7.77]"
2,8,"[(32.22, 41.52), (26.34, 40.26)]","[26.67, 17.78, 11.85, 7.9, 5.27, 3.51, 2.34, 1.56]"
4,6,"[(35.6, 1.7), (38.19, 14.14), (63.87, 45.44), (49.09, 39.11)]","[18.0, 12.0, 8.0, 5.33, 3.56, 2.37]"
2,6,"[(15.02, 37.36), (26.78, 9.95)]","[25.33, 16.89, 11.26, 7.51, 5.0, 3.34]"
4,5,"[(50.34, 1.95), (57.9, 27.82), (60.98, 6.92), (11.51, 3.56)]","[19.33, 12.89, 8.59, 5.73, 3.82]"
3,6,"[(64.17, 45.97), (9.15, 3.99), (8.04, 28.94)]","[26.0, 17.33, 11.56, 7.7, 5.14, 3.42]"
